#{"t_start": 1774279009.95746, "env_id": "None"}
r,l,t
8.263124,77,1751.51744
8.99051,46,1752.67136
-5.13269,150,1756.397992
-0.247729,77,1758.388426
-2.551732,150,1762.288574
-5.349476,150,1766.099941
-4.985531,150,1769.830344
-4.678527,150,1773.530105
-3.332196,150,1777.331117
9.797895,68,1779.116174
-6.535914,150,1783.037152
8.773468,48,1784.254256
-5.580086,150,1788.224735
-5.40718,150,1794.652116
5.489342,74,1796.655538
8.437508,69,1798.482306
-5.058813,150,1802.044788
-4.046728,150,1806.144633
-7.133734,150,1809.972492
-7.742309,150,1813.809564
-6.700164,150,1817.727687
9.491084,56,1819.068761
8.774851,61,1820.718678
-6.230768,150,1824.709454
10.83444,29,1825.475732
8.698064,112,1828.123656
-5.169621,150,1831.371898
-4.101649,150,1834.913396
-4.791579,150,1838.949761
7.403342,74,1840.730983
9.219553,60,1842.166746
-4.183895,150,1848.491798
8.741517,74,1850.622393
6.244278,109,1853.214861
-4.417438,150,1857.081311
-2.162688,150,1860.9818
-4.67811,150,1864.440817
-5.795032,150,1868.492771
8.222753,84,1870.599545
-3.085938,150,1874.500329
-5.717938,150,1878.415643
-4.428512,150,1882.219793
-4.586852,150,1886.255793
-3.599446,150,1890.154142
-3.833309,150,1893.793867
-6.057922,150,1897.93913
-4.535374,150,1904.308915
8.387352,64,1906.030111
-4.606295,150,1909.896718
-3.686989,150,1913.909633
7.042323,137,1917.643005
-3.367666,150,1921.636397
9.237787,64,1923.38332
5.656645,130,1926.543653
9.232794,32,1927.434155
8.132277,73,1929.364758
8.264294,67,1931.062603
8.024461,83,1933.173817
-6.035663,150,1937.030872
8.930474,80,1938.938036
-5.789472,150,1942.725645
-4.213114,150,1946.401187
-4.362822,150,1950.314528
-5.241277,150,1954.061403
9.420015,30,1954.873224
-5.096237,150,1961.097335
-4.666496,150,1965.049932
-5.38476,150,1969.082464
-4.459594,150,1972.882497
-3.943089,150,1976.747122
6.923065,108,1979.412099
-6.482272,150,1983.379221
8.990759,77,1985.438644
6.822418,112,1987.947176
-6.687228,150,1991.801259
-3.718884,150,1995.786596
8.14762,73,1997.497205
-3.53052,150,2001.274324
-4.754599,150,2005.143344
7.165769,61,2006.628343
-5.068627,150,2012.985793
10.45423,38,2014.014822
9.975981,72,2015.742343
8.585156,53,2017.138704
6.475982,121,2019.95407
-4.513335,150,2023.777853
-4.055135,150,2027.570947
9.796147,29,2028.379261
11.597424,45,2029.495684
-4.518631,150,2033.394148
-4.137617,150,2037.444389
-5.98086,150,2041.176058
-4.480893,150,2045.006347
-10.004847,150,2048.596296
-5.751762,150,2052.352931
10.13308,42,2053.412971
-4.638961,150,2057.365847
4.998131,139,2060.853958
8.2383,86,2063.162672
-5.000874,150,2069.506668
-4.473611,150,2073.595038
-4.03344,150,2077.4699
-4.106379,150,2081.393167
10.280637,31,2082.221146
-4.036561,150,2085.815959
-4.355074,150,2089.787219
-5.047134,150,2093.404678
-8.492051,150,2097.258935
-3.727781,150,2100.957558
-5.437674,150,2104.972703
8.962112,76,2106.925296
6.015009,115,2109.934435
-9.588265,150,2113.604567
-5.982546,150,2117.404039
9.261992,51,2118.66716
-1.603696,150,2124.852024
9.073256,56,2126.181379
8.364998,73,2128.162026
-4.743725,150,2131.910196
8.819624,66,2133.699268
6.714346,103,2136.534176
6.023283,131,2139.964798
8.297085,91,2142.227311
-4.923063,150,2146.13984
-4.636322,150,2150.156317
7.946679,102,2152.717443
-5.379494,150,2156.485095
8.64991,51,2157.745872
-5.035377,150,2161.783094
-6.020842,150,2165.649465
-4.265085,150,2169.685814
7.688243,113,2172.613361
-3.5461,150,2178.461252
-3.876714,150,2182.190991
-4.808062,150,2186.219193
