#{"t_start": 1774195295.0941722, "env_id": "None"}
r,l,t
-5.572094,150,1010.650289
-5.698298,150,1013.168794
-6.719538,150,1015.945686
-7.132692,150,1018.881366
-3.245441,150,1021.859872
-5.757587,150,1024.94978
-3.852326,150,1028.278793
-6.428349,150,1031.667852
7.07631,81,1033.349096
-5.921055,150,1036.727626
-5.899423,150,1039.849634
-3.511055,150,1043.124879
-4.420994,150,1048.860687
9.447206,72,1050.338908
-5.641904,150,1053.037842
-7.317919,150,1055.91957
-10.298445,150,1058.862263
-8.127499,150,1062.249528
-11.935429,150,1065.185493
8.14177,100,1067.103729
-3.762698,150,1069.904565
-5.550679,150,1072.865675
-5.131704,150,1076.028385
-8.081326,150,1079.353164
-6.86169,150,1082.452454
-5.114586,150,1085.811558
-5.267538,150,1088.96618
-5.719132,150,1094.04185
-4.734312,150,1096.806749
-5.171719,150,1099.913568
-4.874115,150,1103.037666
-5.754408,150,1106.128412
-4.342984,150,1109.359112
-5.10054,150,1112.533765
-4.36974,150,1116.005605
-3.968781,150,1119.334972
-4.953651,150,1122.5045
-6.679289,150,1125.810612
-7.91332,150,1128.57743
-4.9766,150,1131.569241
-3.975401,150,1134.187875
-6.525298,150,1139.24233
-5.567885,150,1142.389414
-3.193969,150,1145.658535
-5.747572,150,1148.849215
-5.818721,150,1151.766359
-3.982355,150,1155.037307
-4.675748,150,1158.206935
-5.450676,150,1161.04426
-7.753519,150,1164.147532
-4.457009,150,1167.134701
-5.992699,150,1169.988115
-8.71888,150,1172.709008
-6.285458,150,1175.415968
-2.690481,150,1180.827562
-8.823243,150,1184.077158
-3.37147,150,1187.212385
-2.41088,150,1190.238048
-3.87999,150,1193.181922
-4.664841,150,1196.424616
-4.54788,150,1199.149095
-9.062752,150,1202.295976
-5.593509,150,1205.416626
10.153181,83,1207.051058
-8.437504,150,1210.113193
8.791017,75,1211.45913
-6.41689,150,1214.334533
-6.653508,150,1217.412379
-3.596939,150,1220.51212
-9.270932,150,1226.039276
-3.762296,150,1229.08736
-3.840237,150,1231.929375
4.968007,129,1234.84671
-7.312688,150,1238.132247
-3.34973,150,1241.056627
-5.638797,150,1244.344754
-7.85344,150,1247.360454
-3.565009,150,1250.092657
-3.398647,150,1252.952709
-2.829417,150,1255.955651
-5.048151,150,1259.101737
-4.034183,150,1262.540958
-4.7138,150,1265.513371
-3.574659,150,1271.01277
